,Unnamed: 0,YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STATEFIP,COUNTYFIP,STRATA,GQ,PERNUM,PERWT,SEX,AGE,EDUC,EDUCD,EMPSTAT,EMPSTATD,INCTOT,unemployed
8776884,8776884,2015,201501,640152,611203.0,33.0,2015006401521,26,0.0,130026,1,2,30.0,2,69,10,101,3,30,1700,0
6901250,6901250,2011,201101,1193685,697133.0,76.0,2011011936851,48,0.0,250348,1,1,77.0,1,85,10,101,1,10,159700,0
4451701,4451701,2011,201101,111009,460448.0,194.0,2011001110091,6,75.0,220206,1,2,148.0,1,77,10,101,3,30,41240,0
4155355,4155355,2007,200701,1344200,693486.0,19.0,2007013442001,55,0.0,70055,1,1,19.0,1,74,2,24,3,30,7000,0
8299374,8299374,2015,201501,424924,533142.0,132.0,2015004249241,17,43.0,320917,1,1,132.0,2,37,10,101,3,30,6700,0
2921568,2921568,2007,200701,780004,802342.0,80.0,2007007800041,34,25.0,110234,1,1,80.0,2,50,6,62,3,30,2400,0
8746976,8746976,2015,201501,626607,139492.0,94.0,2015006266071,26,0.0,200026,1,2,83.0,2,64,7,71,3,30,18100,0
3989812,3989812,2007,200701,1268122,423245.0,12.0,2007012681221,51,0.0,260051,1,2,21.0,2,16,4,40,3,30,150,0
6712983,6712983,2011,201101,1111902,1439051.0,49.0,2011011119021,45,0.0,80045,1,5,33.0,1,15,3,30,0,0,0,0
2768890,2768890,2007,200701,710920,548514.0,83.0,2007007109201,29,189.0,170829,1,1,85.0,2,27,10,101,1,10,202000,0
11466383,11466383,2019,201901,440260,2019000335180.0,69.0,2019004402601,17,111.0,360117,1,2,97.0,1,28,10,101,1,10,75000,0
9429177,9429177,2015,201501,927483,1170263.0,66.0,2015009274831,37,0.0,20037,1,3,57.0,2,18,6,65,1,10,904,0
6951871,6951871,2011,201101,1214830,1006141.0,113.0,2011012148301,48,0.0,530448,1,1,114.0,2,28,10,101,1,10,40000,0
11468914,11468914,2019,201901,441332,2019000365533.0,84.0,2019004413321,17,97.0,330617,1,1,84.0,2,49,7,71,1,12,8400,0
6534090,6534090,2011,201101,1029543,79300.0,209.0,2011010295431,42,17.0,390442,1,1,210.0,2,42,7,71,1,10,37000,0
9297045,9297045,2015,201501,868413,1075388.0,93.0,2015008684131,36,0.0,50036,4,1,93.0,1,20,6,63,1,14,27500,0
11260495,11260495,2019,201901,348523,2019001132371.0,218.0,2019003485231,12,0.0,861512,1,1,218.0,2,83,7,71,3,30,12000,0
3237968,3237968,2007,200701,925997,1135441.0,162.0,2007009259971,37,0.0,250037,1,3,218.0,1,21,7,71,3,30,0,0
3468860,3468860,2007,200701,1033272,185977.0,91.0,2007010332721,42,45.0,420342,1,1,92.0,2,47,11,114,1,10,71600,0
8412442,8412442,2015,201501,474701,717688.0,101.0,2015004747011,18,157.0,120018,1,1,102.0,1,64,7,71,3,30,49000,0
10097181,10097181,2015,201501,1223976,1057174.0,35.0,2015012239761,48,0.0,500048,1,1,36.0,1,75,11,114,3,30,26700,0
12493299,12493299,2019,201901,899939,2019000978907.0,103.0,2019008999391,36,0.0,70336,1,1,102.0,2,90,10,101,3,30,38000,0
1666029,1666029,2007,200701,200348,1293533.0,279.0,2007002003481,6,75.0,220606,1,3,533.0,2,78,0,2,3,30,8000,0
10759858,10759858,2019,201901,137881,2019000536408.0,81.0,2019001378811,6,81.0,810306,1,1,81.0,1,67,11,115,1,10,571000,0
3133407,3133407,2007,200701,876315,1158077.0,59.0,2007008763151,36,0.0,180036,1,1,60.0,1,61,6,62,3,30,47400,0
4258963,4258963,2011,201101,30943,319417.0,44.0,2011000309431,4,13.0,10804,1,1,44.0,1,54,10,101,1,10,49000,0
11663873,11663873,2019,201901,528161,2019000222184.0,174.0,2019005281611,20,0.0,110020,1,2,128.0,1,38,10,101,1,10,55000,0
10512286,10512286,2019,201901,30618,2019000103762.0,74.0,2019000306181,4,13.0,10104,1,2,78.0,2,52,6,63,1,10,120000,0
11849000,11849000,2019,201901,611304,2019001368935.0,58.0,2019006113041,24,33.0,110624,1,1,58.0,2,70,11,114,3,30,250,0
12753984,12753984,2019,201901,1017872,2019001060900.0,241.0,2019010178721,39,23.0,430039,1,1,242.0,2,34,8,81,1,10,32000,0
10351235,10351235,2015,201501,1331471,1195498.0,74.0,2015013314711,53,53.0,1150453,1,1,74.0,2,72,11,114,3,30,47000,0
10449621,10449621,2019,201901,1010,2019010063759.0,60.0,2019000010101,1,0.0,150001,3,1,60.0,2,65,6,63,3,30,6000,0
12337470,12337470,2019,201901,829602,2019000319779.0,32.0,2019008296021,35,43.0,60035,1,1,31.0,1,70,6,63,3,30,16800,0
9673307,9673307,2015,201501,1038029,218389.0,51.0,2015010380291,42,51.0,390042,1,1,51.0,1,68,10,101,3,30,65020,0
7755091,7755091,2015,201501,186221,1221050.0,85.0,2015001862211,6,0.0,330006,1,1,85.0,1,55,11,114,1,10,95000,0
13290392,13290392,2019,201901,1259090,2019000811327.0,61.0,2019012590901,48,0.0,60048,1,3,132.0,1,19,7,71,1,10,60,0
5522867,5522867,2011,201101,578338,1045883.0,122.0,2011005783381,24,3.0,120324,1,1,122.0,2,35,11,114,3,30,0,0
5518028,5518028,2011,201101,576250,919819.0,59.0,2011005762501,24,0.0,130024,1,1,59.0,1,74,6,64,3,30,58300,0
8259026,8259026,2015,201501,407526,54197.0,27.0,2015004075261,17,0.0,40117,1,1,26.0,1,65,6,64,1,10,15000,0
9848438,9848438,2015,201501,1118711,1141404.0,83.0,2015011187111,46,0.0,60046,1,1,84.0,2,54,6,64,1,10,30000,0
4414307,4414307,2011,201101,96121,306015.0,95.0,2011000961211,6,13.0,210806,1,2,83.0,2,48,10,101,1,10,40650,0
8912119,8912119,2015,201501,700445,1110829.0,183.0,2015007004451,28,0.0,30028,1,1,182.0,2,48,10,101,2,20,40000,1
3370406,3370406,2007,200701,987151,1279492.0,68.0,2007009871511,39,17.0,430139,1,1,69.0,2,46,7,71,1,10,60,0
5439385,5439385,2011,201101,541033,496915.0,53.0,2011005410331,22,0.0,240022,1,2,30.0,2,82,6,63,3,30,7200,0
13395475,13395475,2019,201901,1300580,2019001374365.0,211.0,2019013005801,48,251.0,210248,1,2,172.0,1,59,6,63,1,10,50000,0
6508350,6508350,2011,201101,1017928,773076.0,68.0,2011010179281,41,39.0,70241,1,1,67.0,1,63,7,71,1,10,49000,0
4617555,4617555,2011,201101,176761,1134188.0,33.0,2011001767611,6,73.0,810106,1,1,34.0,1,63,7,71,3,30,42500,0
9095629,9095629,2015,201501,781544,763804.0,34.0,2015007815441,34,15.0,220134,1,1,35.0,2,66,10,101,1,10,43500,0
12353170,12353170,2019,201901,836949,2019010016896.0,17.0,2019008369491,36,61.0,380936,4,1,17.0,1,50,6,64,2,20,54000,1
4072398,4072398,2007,200701,1305526,619561.0,87.0,2007013055261,53,53.0,140153,1,2,77.0,2,72,7,71,3,30,7820,0
11602231,11602231,2019,201901,499699,2019000901219.0,37.0,2019004996991,18,97.0,230118,1,1,37.0,2,73,6,65,3,30,244400,0
10545692,10545692,2019,201901,44320,2019000796223.0,33.0,2019000443201,4,19.0,20504,1,2,34.0,2,79,6,63,3,30,13400,0
3543452,3543452,2007,200701,1068491,1001967.0,91.0,2007010684911,42,107.0,350042,1,2,95.0,1,55,8,81,1,10,28000,0
4634504,4634504,2011,201101,183393,1202359.0,300.0,2011001833931,6,81.0,230106,1,1,300.0,2,53,6,65,1,10,40000,0
12096200,12096200,2019,201901,723522,2019000841548.0,94.0,2019007235221,28,59.0,210028,1,1,94.0,2,23,6,63,1,10,33000,0
3419267,3419267,2007,200701,1010268,156818.0,100.0,2007010102681,41,0.0,80041,1,1,101.0,2,35,10,101,1,10,5740,0
10565361,10565361,2019,201901,52355,2019001204186.0,101.0,2019000523551,4,13.0,12104,1,5,140.0,2,46,6,63,3,30,0,0
3074962,3074962,2007,200701,849615,727736.0,130.0,2007008496151,36,5.0,370536,1,1,129.0,2,37,4,40,3,30,0,0
7224335,7224335,2011,201101,1331842,517759.0,41.0,2011013318421,54,0.0,80054,1,2,87.0,1,47,5,50,3,30,5000,0
9656049,9656049,2015,201501,1030134,13151.0,193.0,2015010301341,42,3.0,180342,1,2,164.0,2,58,8,81,1,10,7500,0
1854134,1854134,2007,200701,288468,521835.0,63.0,2007002884681,12,99.0,350812,1,1,64.0,1,42,8,81,1,10,114000,0
9565527,9565527,2015,201501,989591,1352470.0,63.0,2015009895911,39,0.0,110039,1,1,64.0,1,74,6,63,3,30,74650,0
2195018,2195018,2007,200701,445095,1125167.0,78.0,2007004450951,17,31.0,351317,1,1,79.0,1,59,6,62,3,30,18400,0
4560718,4560718,2011,201101,154197,903240.0,43.0,2011001541971,6,37.0,610706,1,2,39.0,2,47,6,63,3,30,0,0
12926963,12926963,2019,201901,1098075,2019000664807.0,54.0,2019010980751,42,0.0,400242,1,1,53.0,2,24,6,63,3,30,66000,0
12270825,12270825,2019,201901,802680,2019000390488.0,96.0,2019008026801,34,13.0,140434,1,2,124.0,2,49,10,101,1,10,800,0
11512542,11512542,2019,201901,459849,2019000882475.0,64.0,2019004598491,17,43.0,320417,1,2,63.0,2,64,10,101,3,30,0,0
7040163,7040163,2011,201101,1251176,408492.0,72.0,2011012511761,49,35.0,50649,1,1,71.0,1,42,6,65,1,10,48710,0
3465616,3465616,2007,200701,1031739,149746.0,78.0,2007010317391,42,0.0,80142,1,1,74.0,1,55,6,65,1,10,25000,0
13294267,13294267,2019,201901,1260607,2019000831552.0,35.0,2019012606071,48,215.0,680648,1,3,34.0,2,18,6,63,1,10,2000,0
4135878,4135878,2007,200701,1335143,235778.0,194.0,2007013351431,55,0.0,70055,1,3,75.0,2,21,6,62,1,10,22900,0
12475888,12475888,2019,201901,892816,2019000848519.0,103.0,2019008928161,36,55.0,90636,1,1,103.0,1,63,11,115,3,30,25010,0
5403281,5403281,2011,201101,524408,781264.0,64.0,2011005244081,21,0.0,50021,1,1,64.0,1,78,7,71,1,10,27000,0
7236290,7236290,2011,201101,1337569,1496126.0,197.0,2011013375691,54,0.0,80054,1,3,134.0,2,22,7,71,3,30,0,0
1521347,1521347,2007,200701,141386,721760.0,188.0,2007001413861,6,73.0,811006,4,1,188.0,1,20,6,62,3,30,2000,0
7733527,7733527,2015,201501,177791,1134729.0,62.0,2015001777911,6,1.0,10306,1,1,63.0,1,62,11,114,1,10,125000,0
12976251,12976251,2019,201901,1119466,2019001238343.0,80.0,2019011194661,42,3.0,180742,1,1,80.0,1,62,11,114,1,10,124050,0
6267327,6267327,2011,201101,907724,596563.0,58.0,2011009077241,37,0.0,110037,1,1,57.0,1,37,10,101,1,10,27040,0
12427778,12427778,2019,201901,873246,2019000488736.0,46.0,2019008732461,36,47.0,400936,1,3,48.0,1,43,6,64,1,10,40000,0
2675016,2675016,2007,200701,667213,316421.0,132.0,2007006672131,27,37.0,120227,1,2,119.0,1,28,6,65,1,10,30000,0
4342777,4342777,2011,201101,67678,12679.0,173.0,2011000676781,6,37.0,612006,1,4,246.0,2,47,10,101,1,10,18800,0
6262024,6262024,2011,201101,905319,517858.0,45.0,2011009053191,37,133.0,420037,4,1,45.0,1,26,7,71,1,14,26000,0
8506142,8506142,2015,201501,517660,1418991.0,136.0,2015005176601,20,91.0,60220,1,3,170.0,1,22,6,65,1,10,40000,0
10573593,10573593,2019,201901,55806,2019001383129.0,70.0,2019000558061,4,13.0,13304,1,1,70.0,1,68,8,81,3,30,55000,0
12125793,12125793,2019,201901,738196,2019000356177.0,152.0,2019007381961,29,0.0,260329,1,2,153.0,2,58,6,64,1,10,40500,0
10599908,10599908,2019,201901,67905,2019001139664.0,10.0,2019000679051,5,0.0,50005,1,1,10.0,2,24,10,101,1,10,32500,0
5431025,5431025,2011,201101,537216,222357.0,34.0,2011005372161,22,0.0,190322,1,2,37.0,2,41,8,81,3,30,4500,0
1517146,1517146,2007,200701,139742,705261.0,74.0,2007001397421,6,59.0,760706,1,2,78.0,1,59,6,62,3,30,0,0
6931512,6931512,2011,201101,1206357,881838.0,102.0,2011012063571,48,245.0,440048,1,1,102.0,2,49,6,63,1,10,39500,0
5690824,5690824,2011,201101,653804,1224227.0,17.0,2011006538041,26,0.0,10026,1,1,17.0,1,85,6,63,3,30,13500,0
8028022,8028022,2015,201501,305630,742931.0,53.0,2015003056301,12,57.0,570812,1,1,53.0,2,90,6,63,3,30,8400,0
1662919,1662919,2007,200701,199061,1280621.0,69.0,2007001990611,6,37.0,540906,1,2,71.0,2,41,1,10,3,30,0,0
5500433,5500433,2011,201101,568658,466090.0,28.0,2011005686581,24,5.0,50424,1,3,40.0,1,27,7,71,3,30,101300,0
4825509,4825509,2011,201101,266081,115855.0,141.0,2011002660811,12,0.0,140012,1,1,142.0,1,55,7,71,3,30,13100,0
7164856,7164856,2011,201101,1305406,362799.0,13.0,2011013054061,53,35.0,170153,1,1,13.0,2,39,11,114,1,10,125100,0
8558045,8558045,2015,201501,541342,188425.0,67.0,2015005413421,22,71.0,240122,1,1,67.0,2,52,6,63,1,10,14000,0
12461732,12461732,2019,201901,887089,2019000742037.0,82.0,2019008870891,36,61.0,380536,1,1,82.0,1,24,7,71,1,10,25000,0
5670081,5670081,2011,201101,644492,910769.0,168.0,2011006444921,26,0.0,270026,1,1,168.0,1,52,6,63,1,10,25000,0
2652058,2652058,2007,200701,656525,1227104.0,191.0,2007006565251,26,163.0,370826,1,1,183.0,2,32,6,62,2,20,31500,1
5932744,5932744,2011,201101,762089,152043.0,26.0,2011007620891,34,37.0,160034,3,1,26.0,2,82,2,26,3,30,7200,0
3023638,3023638,2007,200701,826228,352064.0,271.0,2007008262281,36,47.0,401636,1,2,370.0,2,88,6,62,3,30,24000,0
9773740,9773740,2015,201501,1084050,1402887.0,89.0,2015010840501,42,27.0,120042,1,2,106.0,1,63,10,101,3,30,45000,0
12399271,12399271,2019,201901,861631,2019000272477.0,58.0,2019008616311,36,81.0,410836,1,1,58.0,1,74,10,101,3,30,373000,0
6170899,6170899,2011,201101,864527,1062761.0,91.0,2011008645271,36,0.0,310236,1,2,96.0,2,29,6,63,1,10,40000,0
9724519,9724519,2015,201501,1061516,820881.0,16.0,2015010615161,42,0.0,370242,1,1,17.0,2,68,6,63,3,30,30700,0
9552204,9552204,2015,201501,983485,1177923.0,51.0,2015009834851,39,153.0,180239,1,2,48.0,1,57,3,30,1,10,32000,0
4188570,4188570,2007,200701,1359780,1100231.0,47.0,2007013597801,56,0.0,40056,1,2,62.0,2,85,6,61,3,30,12800,0
2732421,2732421,2007,200701,693741,770562.0,40.0,2007006937411,28,0.0,150028,1,1,39.0,1,44,11,115,1,12,345000,0
11780422,11780422,2019,201901,581350,2019000274380.0,284.0,2019005813501,23,0.0,90023,1,2,349.0,2,17,4,40,3,30,0,0
11389738,11389738,2019,201901,405430,2019001243289.0,57.0,2019004054301,13,0.0,200213,1,2,102.0,1,39,6,65,1,10,41000,0
11016731,11016731,2019,201901,236145,2019000738431.0,54.0,2019002361451,8,0.0,81108,1,1,54.0,1,39,8,81,1,10,57000,0
6301898,6301898,2011,201101,923589,1136771.0,43.0,2011009235891,37,51.0,360037,1,1,42.0,2,40,7,71,1,10,17500,0
13128315,13128315,2019,201901,1188755,2019001380690.0,64.0,2019011887551,47,37.0,250447,1,2,99.0,2,30,7,71,1,10,36000,0
6820664,6820664,2011,201101,1159984,205164.0,128.0,2011011599841,48,201.0,461548,1,1,127.0,1,30,11,114,2,20,0,1
11601110,11601110,2019,201901,499232,2019000875746.0,37.0,2019004992321,18,0.0,90018,1,2,29.0,1,75,6,65,3,30,54700,0
12001189,12001189,2019,201901,681030,2019001114439.0,404.0,2019006810301,26,163.0,321226,1,2,646.0,2,35,6,63,1,10,30000,0
12353365,12353365,2019,201901,837144,2019010019265.0,74.0,2019008371441,36,0.0,40236,4,1,74.0,2,22,7,71,3,30,0,0
9582291,9582291,2015,201501,997139,181857.0,185.0,2015009971391,40,0.0,110140,1,1,185.0,2,36,6,65,3,30,0,0
2462829,2462829,2007,200701,569195,518127.0,103.0,2007005691951,24,5.0,50524,1,1,99.0,2,54,6,65,1,10,55000,0
3858203,3858203,2007,200701,1211739,929829.0,96.0,2007012117391,48,157.0,470148,1,3,117.0,1,16,4,40,1,10,1900,0
13578717,13578717,2019,201901,1379170,2019000934654.0,62.0,2019013791701,53,63.0,1050153,1,1,62.0,2,33,6,63,3,30,0,0
7875653,7875653,2015,201501,235762,1366903.0,100.0,2015002357621,8,0.0,81108,1,1,100.0,1,47,11,114,1,10,93000,0
5452658,5452658,2011,201101,547061,960722.0,145.0,2011005470611,22,0.0,7777722,1,2,132.0,2,40,6,63,1,10,14200,0
3053088,3053088,2007,200701,839594,568688.0,66.0,2007008395941,36,83.0,230036,1,2,61.0,1,40,10,101,1,10,65000,0
1400958,1400958,2007,200701,92353,246503.0,80.0,2007000923531,6,37.0,540106,1,2,88.0,2,47,10,101,1,10,20000,0
3875693,3875693,2007,200701,1219346,1033033.0,94.0,2007012193461,48,201.0,461248,1,1,96.0,1,77,10,101,1,10,20980,0
12912636,12912636,2019,201901,1091914,2019000500694.0,108.0,2019010919141,42,133.0,360342,1,2,158.0,1,43,5,50,2,20,0,1
1695530,1695530,2007,200701,212832,255008.0,154.0,2007002128321,8,0.0,100008,1,2,96.0,1,16,3,30,3,30,0,0
3697946,3697946,2007,200701,1141922,1278582.0,332.0,2007011419221,47,0.0,200047,1,1,328.0,1,47,5,50,1,10,2100,0
3965326,3965326,2007,200701,1257105,1325988.0,43.0,2007012571051,50,0.0,30050,1,1,43.0,2,69,6,62,3,30,4000,0
8452022,8452022,2015,201501,492843,231539.0,84.0,2015004928431,19,0.0,180019,3,1,84.0,2,95,6,63,3,30,22800,0
6375234,6375234,2011,201101,957409,551195.0,168.0,2011009574091,39,0.0,460239,1,2,89.0,2,15,3,30,0,0,0,0
11341273,11341273,2019,201901,385389,2019000533043.0,41.0,2019003853891,13,135.0,400113,1,3,58.0,2,16,4,40,3,30,0,0
13236966,13236966,2019,201901,1238003,2019000521963.0,59.0,2019012380031,48,29.0,590148,1,2,51.0,1,51,6,63,3,30,0,0
8548377,8548377,2015,201501,536928,1372569.0,58.0,2015005369281,21,67.0,190221,1,2,62.0,2,65,8,81,1,10,26000,0
12139255,12139255,2019,201901,743920,2019000670951.0,29.0,2019007439201,29,0.0,150029,1,1,29.0,1,65,7,71,1,10,427000,0
2604618,2604618,2007,200701,634045,581111.0,29.0,2007006340451,26,25.0,280026,1,1,29.0,1,61,6,62,1,10,27000,0
2152241,2152241,2007,200701,426401,657984.0,80.0,2007004264011,17,97.0,330417,1,3,135.0,1,20,7,71,2,20,6100,1
10976347,10976347,2019,201901,218579,2019001377273.0,124.0,2019002185791,6,85.0,850206,1,1,124.0,1,45,11,116,1,10,311000,0
12129919,12129919,2019,201901,739919,2019000451460.0,44.0,2019007399191,29,95.0,100229,1,2,47.0,1,30,10,101,1,10,108000,0
10064886,10064886,2015,201501,1210506,869107.0,58.0,2015012105061,48,201.0,462148,1,2,66.0,2,68,11,114,3,30,31500,0
12501154,12501154,2019,201901,903183,2019001039769.0,243.0,2019009031831,36,93.0,170036,1,3,299.0,1,25,6,63,2,20,0,1
9208750,9208750,2015,201501,830128,396742.0,244.0,2015008301281,36,47.0,401536,1,1,244.0,2,42,11,114,3,30,0,0
8240063,8240063,2015,201501,399556,132336.0,75.0,2015003995561,16,0.0,110016,1,2,42.0,2,36,10,101,3,30,0,0
11890724,11890724,2019,201901,631707,2019000748002.0,70.0,2019006317071,25,0.0,130025,1,1,69.0,2,36,10,101,3,30,10000,0
9648919,9648919,2015,201501,1026886,1278096.0,11.0,2015010268861,41,0.0,120041,4,1,11.0,2,19,7,71,3,30,14500,0
7648227,7648227,2015,201501,144212,787470.0,319.0,2015001442121,6,37.0,376406,1,2,391.0,1,49,6,63,1,10,24000,0
8661218,8661218,2015,201501,587470,1321224.0,42.0,2015005874701,24,5.0,50524,1,1,43.0,1,83,6,64,3,30,27400,0
5747458,5747458,2011,201101,678948,1057624.0,22.0,2011006789481,27,0.0,180027,1,2,31.0,2,44,7,71,1,10,14400,0
4925374,4925374,2011,201101,311908,899664.0,59.0,2011003119081,12,99.0,350412,1,3,63.0,2,15,2,26,0,0,1200,0
12560509,12560509,2019,201901,930678,2019000058391.0,111.0,2019009306781,37,0.0,330037,1,2,120.0,2,79,6,64,3,30,31300,0
9942641,9942641,2015,201501,1160084,154901.0,8.0,2015011600841,48,0.0,10048,1,1,8.0,1,62,10,101,1,10,61000,0
10131891,10131891,2015,201501,1238377,1260104.0,65.0,2015012383771,48,375.0,20048,1,1,66.0,1,60,8,81,1,10,50100,0
9115555,9115555,2015,201501,789726,1106286.0,75.0,2015007897261,34,5.0,200134,1,1,75.0,1,73,6,63,1,10,23700,0
2103297,2103297,2007,200701,404992,132142.0,63.0,2007004049921,17,0.0,310417,1,1,64.0,1,36,7,71,1,10,65000,0
5196306,5196306,2011,201101,431340,820048.0,61.0,2011004313401,17,31.0,351417,1,1,62.0,2,26,7,71,1,10,17200,0
6351467,6351467,2011,201101,946516,246565.0,71.0,2011009465161,39,41.0,270039,1,3,64.0,1,23,6,63,1,10,5900,0
11305375,11305375,2019,201901,370703,2019000018355.0,130.0,2019003707031,13,0.0,280013,1,2,113.0,1,83,11,114,3,30,20000,0
11339357,11339357,2019,201901,384596,2019000504809.0,169.0,2019003845961,13,67.0,300413,1,2,213.0,2,32,8,81,1,10,30000,0
1877276,1877276,2007,200701,299884,693719.0,71.0,2007002998841,12,0.0,110712,1,1,73.0,2,94,6,65,3,30,23300,0
4405626,4405626,2011,201101,92715,271775.0,116.0,2011000927151,6,29.0,380006,1,2,148.0,1,33,2,23,1,10,8000,0
4285295,4285295,2011,201101,42258,930171.0,93.0,2011000422581,4,13.0,11504,1,5,90.0,1,17,4,40,3,30,0,0
3241398,3241398,2007,200701,927654,1187136.0,75.0,2007009276541,37,0.0,210037,1,1,76.0,2,63,6,62,3,30,19870,0
11548575,11548575,2019,201901,474953,2019001301996.0,144.0,2019004749531,17,31.0,340817,1,4,214.0,1,23,8,81,1,10,5500,0
13461166,13461166,2019,201901,1328878,2019000271465.0,92.0,2019013288781,51,650.0,5118651,1,1,92.0,1,84,3,30,3,30,28900,0
2316829,2316829,2007,200701,500083,73941.0,233.0,2007005000831,20,209.0,50020,1,2,197.0,2,40,8,81,1,10,22000,0
3447499,3447499,2007,200701,1023237,1215236.0,103.0,2007010232371,41,0.0,80041,1,1,104.0,2,47,6,65,3,30,0,0
5354571,5354571,2011,201101,502445,182831.0,402.0,2011005024451,20,0.0,30020,1,3,341.0,1,17,4,40,1,10,1700,0
4041275,4041275,2007,200701,1291616,1346048.0,161.0,2007012916161,51,0.0,30151,1,1,162.0,1,38,8,81,1,10,34500,0
4063997,4063997,2007,200701,1301750,443402.0,82.0,2007013017501,53,11.0,210253,1,1,81.0,1,47,6,62,1,10,28400,0
3437760,3437760,2007,200701,1018842,850960.0,65.0,2007010188421,41,0.0,130341,1,1,64.0,2,33,11,114,1,10,45000,0
10493572,10493572,2019,201901,20965,2019001293281.0,100.0,2019000209651,1,117.0,120001,1,1,101.0,2,33,7,71,1,10,45270,0
3942200,3942200,2007,200701,1247584,479092.0,66.0,2007012475841,49,49.0,60149,1,2,69.0,1,68,6,62,3,30,24000,0
12777454,12777454,2019,201901,1028135,2019001354740.0,128.0,2019010281351,39,103.0,190039,1,2,101.0,2,46,11,114,1,10,80250,0
2545211,2545211,2007,200701,606234,1024023.0,81.0,2007006062341,25,0.0,50025,1,1,82.0,1,63,8,81,3,30,106000,0
3714395,3714395,2007,200701,1149231,71056.0,67.0,2007011492311,48,29.0,560748,1,1,67.0,2,55,11,114,1,10,32500,0
3627069,3627069,2007,200701,1108502,1198896.0,96.0,2007011085021,45,0.0,200045,1,1,99.0,1,78,5,50,3,30,20900,0
7934192,7934192,2015,201501,262620,16097.0,325.0,2015002626201,12,19.0,190012,2,3,583.0,2,27,6,63,2,20,4500,1
4940477,4940477,2011,201101,318825,1018587.0,44.0,2011003188251,12,0.0,70212,1,1,44.0,2,53,6,65,3,30,510,0
4643156,4643156,2011,201101,186791,1236662.0,41.0,2011001867911,6,37.0,541706,3,1,41.0,1,27,6,65,3,30,14000,0
3591957,3591957,2007,200701,1091507,118785.0,69.0,2007010915071,45,0.0,40045,1,1,69.0,2,82,2,24,3,30,7400,0
13086400,13086400,2019,201901,1170807,2019000472253.0,117.0,2019011708071,47,0.0,180047,1,2,105.0,2,54,6,63,1,10,700,0
9921322,9921322,2015,201501,1151259,31117.0,316.0,2015011512591,48,121.0,200148,1,5,397.0,1,65,6,63,3,30,6200,0
12651114,12651114,2019,201901,969894,2019001366149.0,86.0,2019009698941,37,49.0,430037,1,1,85.0,2,57,6,64,3,30,0,0
4009681,4009681,2007,200701,1277209,779610.0,23.0,2007012772091,51,0.0,320051,1,1,23.0,1,30,8,81,1,10,38500,0
4505061,4505061,2011,201101,132174,678159.0,56.0,2011001321741,6,67.0,150306,1,2,55.0,2,70,7,71,3,30,8000,0
9863109,9863109,2015,201501,1125348,294205.0,9.0,2015011253481,47,0.0,180047,1,3,37.0,1,38,7,71,3,30,0,0
4389987,4389987,2011,201101,86428,206783.0,264.0,2011000864281,6,37.0,541606,1,1,264.0,1,42,6,63,1,10,31200,0
7762624,7762624,2015,201501,189183,1251691.0,54.0,2015001891831,6,37.0,374706,1,1,54.0,2,32,8,81,1,10,35000,0
5427822,5427822,2011,201101,535760,117449.0,25.0,2011005357601,22,79.0,70022,1,4,60.0,1,28,6,61,1,10,10000,0
2392440,2392440,2007,200701,535445,194256.0,76.0,2007005354451,22,19.0,90022,1,2,67.0,2,66,7,71,3,30,9100,0
13002756,13002756,2019,201901,1132273,2019010082591.0,54.0,2019011322731,45,0.0,120245,4,1,54.0,2,19,7,71,3,30,0,0
2345741,2345741,2007,200701,513391,73374.0,59.0,2007005133911,21,0.0,220021,1,2,64.0,2,77,6,62,3,30,5700,0
6979476,6979476,2011,201101,1226334,1174768.0,16.0,2011012263341,48,0.0,540148,1,1,16.0,2,41,6,63,1,10,12800,0
3563456,3563456,2007,200701,1077915,1220346.0,110.0,2007010779151,42,0.0,360042,1,2,96.0,2,88,6,62,3,30,6600,0
3636851,3636851,2007,200701,1113360,750437.0,88.0,2007011133601,46,0.0,40046,1,2,85.0,1,52,10,101,1,10,95000,0
13638483,13638483,2019,201901,1406601,2019000332007.0,36.0,2019014066011,55,0.0,130055,1,2,28.0,2,71,6,63,3,30,6900,0
13578244,13578244,2019,201901,1378973,2019000925229.0,17.0,2019013789731,53,0.0,1060053,1,1,17.0,2,53,6,64,1,10,19000,0
2750929,2750929,2007,200701,702482,139700.0,112.0,2007007024821,29,189.0,170129,1,2,106.0,2,48,10,101,1,10,38200,0
13641216,13641216,2019,201901,1407795,2019000398985.0,19.0,2019014077951,55,0.0,60055,1,1,19.0,2,72,8,81,3,30,0,0
4394410,4394410,2011,201101,88219,224820.0,18.0,2011000882191,6,37.0,510006,3,1,18.0,2,87,0,2,3,30,2700,0
6761151,6761151,2011,201101,1134129,887754.0,36.0,2011011341291,47,0.0,250047,1,2,37.0,2,62,6,63,1,10,15100,0
8731406,8731406,2015,201501,619562,1377587.0,9.0,2015006195621,25,0.0,70425,3,1,9.0,1,87,6,63,3,30,15600,0
4695385,4695385,2011,201101,207515,1447854.0,56.0,2011002075151,6,111.0,620006,1,1,57.0,1,57,11,114,1,10,102000,0
7412179,7412179,2015,201501,48985,1274456.0,80.0,2015000489851,4,13.0,13304,1,3,76.0,2,18,6,61,3,30,0,0
7838323,7838323,2015,201501,219434,307453.0,42.0,2015002194341,8,0.0,60008,1,1,42.0,2,52,7,71,1,10,35000,0
