,Unnamed: 0,YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STATEFIP,COUNTYFIP,STRATA,GQ,PERNUM,PERWT,SEX,AGE,EDUC,EDUCD,EMPSTAT,EMPSTATD,INCTOT,unemployed
9385111,9385111,2015,201501,907388,488836.0,73.0,2015009073881,37,0.0,30037,1,3,105.0,1,17,5,50,3,30,0,0
10416005,10416005,2015,201501,1360812,826302.0,135.0,2015013608121,55,0.0,100155,1,3,166.0,2,23,7,71,1,10,20000,0
8333884,8333884,2015,201501,440004,944543.0,19.0,2015004400041,17,0.0,370017,1,2,20.0,2,57,6,64,3,30,0,0
2369537,2369537,2007,200701,524591,827118.0,82.0,2007005245911,21,0.0,10021,1,3,76.0,2,20,7,71,3,30,2000,0
8666459,8666459,2015,201501,589728,1452428.0,56.0,2015005897281,24,33.0,110124,1,4,109.0,2,23,7,71,1,10,15000,0
6210601,6210601,2011,201101,882021,1364542.0,275.0,2011008820211,36,0.0,100336,1,1,275.0,1,67,10,101,3,30,51260,0
10643058,10643058,2019,201901,94470,2019000083627.0,203.0,2019000944701,6,59.0,591306,1,1,204.0,1,68,10,101,3,30,32400,0
1480393,1480393,2007,200701,124664,557267.0,56.0,2007001246641,6,19.0,330106,1,1,56.0,2,57,6,65,1,10,22200,0
8733197,8733197,2015,201501,620405,1417974.0,62.0,2015006204051,25,0.0,190025,1,1,62.0,1,22,3,30,3,30,2000,0
9525126,9525126,2015,201501,971161,832899.0,51.0,2015009711611,39,41.0,400039,1,2,74.0,1,44,7,71,1,10,67800,0
9741407,9741407,2015,201501,1069239,1016930.0,70.0,2015010692391,42,3.0,170142,1,1,70.0,1,21,7,71,1,10,10000,0
9382729,9382729,2015,201501,906280,449493.0,54.0,2015009062801,37,0.0,150037,1,1,54.0,2,64,10,101,3,30,56960,0
7786049,7786049,2015,201501,198467,1347173.0,74.0,2015001984671,6,37.0,370606,1,2,74.0,1,48,6,65,1,10,17000,0
5117599,5117599,2011,201101,397205,629934.0,63.0,2011003972051,16,1.0,70016,1,1,63.0,1,76,4,40,3,30,0,0
8252241,8252241,2015,201501,404629,1296228.0,185.0,2015004046291,16,0.0,100016,1,1,184.0,1,69,7,71,1,10,35500,0
12558818,12558818,2019,201901,929962,2019000035102.0,110.0,2019009299621,37,0.0,20037,1,2,110.0,1,46,7,71,1,10,38000,0
10301291,10301291,2015,201501,1309917,144569.0,8.0,2015013099171,53,0.0,1020053,2,1,8.0,1,48,8,81,2,20,21800,1
12990945,12990945,2019,201901,1125843,2019010006732.0,59.0,2019011258431,44,0.0,30044,4,1,59.0,1,18,7,71,3,30,0,0
5357344,5357344,2011,201101,503716,328719.0,96.0,2011005037161,20,0.0,140220,1,4,110.0,2,22,3,30,2,20,4100,1
8249823,8249823,2015,201501,403639,1065893.0,95.0,2015004036391,16,0.0,90016,1,1,95.0,2,69,7,71,3,30,9600,0
2033901,2033901,2007,200701,374566,949417.0,121.0,2007003745661,13,89.0,120413,1,2,95.0,2,17,4,40,2,20,8600,1
9135171,9135171,2015,201501,797935,1449329.0,64.0,2015007979351,34,35.0,100134,1,2,53.0,2,56,10,101,1,10,57000,0
7576623,7576623,2015,201501,116107,499785.0,14.0,2015001161071,6,107.0,1070206,1,1,14.0,2,56,7,71,3,30,38000,0
12171970,12171970,2019,201901,758316,2019000111192.0,106.0,2019007583161,30,0.0,30030,1,2,118.0,2,36,10,101,1,10,35000,0
4302868,4302868,2011,201101,49797,1336846.0,20.0,2011000497971,4,0.0,30004,1,1,20.0,1,33,8,81,1,10,21800,0
6466975,6466975,2011,201101,999094,662884.0,101.0,2011009990941,40,0.0,80040,1,8,154.0,2,48,3,30,3,30,7500,0
2410868,2410868,2007,200701,543986,796215.0,90.0,2007005439861,22,0.0,130022,1,2,81.0,2,35,6,65,1,10,21000,0
2564600,2564600,2007,200701,615048,36503.0,19.0,2007006150481,26,0.0,300026,1,1,19.0,2,55,6,62,1,10,33900,0
4811391,4811391,2011,201101,259557,3703.0,40.0,2011002595571,12,0.0,402012,1,1,40.0,1,82,1,17,3,30,14400,0
2005978,2005978,2007,200701,361805,543479.0,92.0,2007003618051,13,89.0,120513,1,2,58.0,2,27,10,101,1,12,24000,0
12137082,12137082,2019,201901,743028,2019000621736.0,45.0,2019007430281,29,0.0,120029,1,4,28.0,2,17,5,50,3,30,0,0
10558777,10558777,2019,201901,49646,2019001067684.0,62.0,2019000496461,4,13.0,11604,1,1,62.0,2,24,10,101,1,10,58000,0
8980203,8980203,2015,201501,731551,1476970.0,65.0,2015007315511,29,0.0,240029,1,3,120.0,2,19,6,64,3,30,2500,0
1562043,1562043,2007,200701,158089,883137.0,133.0,2007001580891,6,37.0,611306,1,1,137.0,2,59,6,65,1,10,1900,0
7229668,7229668,2011,201101,1334417,961488.0,35.0,2011013344171,54,0.0,110054,1,2,42.0,1,57,7,71,1,10,70000,0
11420628,11420628,2019,201901,418233,2019000406018.0,94.0,2019004182331,16,0.0,20016,1,1,94.0,2,44,7,71,1,10,39600,0
2088284,2088284,2007,200701,398454,1125136.0,84.0,2007003984541,16,0.0,80016,1,2,46.0,2,30,10,101,3,30,0,0
4807611,4807611,2011,201101,257490,719672.0,85.0,2011002574901,11,1.0,10111,1,2,64.0,2,57,10,101,1,12,8750,0
9876524,9876524,2015,201501,1131394,607323.0,118.0,2015011313941,47,0.0,160347,1,1,118.0,2,28,11,114,1,10,50000,0
8971339,8971339,2015,201501,727512,1259188.0,139.0,2015007275121,29,95.0,100229,1,2,140.0,1,53,3,30,2,20,55000,1
12403132,12403132,2019,201901,863237,2019000302063.0,57.0,2019008632371,36,5.0,370236,1,1,57.0,2,49,10,101,1,10,60000,0
5356464,5356464,2011,201101,503318,282346.0,158.0,2011005033181,20,91.0,60220,1,1,158.0,2,26,10,101,1,10,66020,0
8662987,8662987,2015,201501,588221,1366344.0,60.0,2015005882211,24,31.0,100324,1,1,59.0,2,37,11,114,1,10,240000,0
1799718,1799718,2007,200701,261679,115171.0,56.0,2007002616791,12,95.0,220312,3,1,56.0,1,25,6,62,3,30,25000,0
11272159,11272159,2019,201901,353611,2019001216511.0,58.0,2019003536111,12,0.0,861012,1,2,41.0,2,31,11,114,3,30,0,0
3110310,3110310,2007,200701,865719,987570.0,308.0,2007008657191,36,85.0,390236,1,5,420.0,2,57,10,101,1,10,38000,0
1740039,1740039,2007,200701,233384,199750.0,68.0,2007002333841,9,1.0,230009,1,4,77.0,1,17,4,40,3,30,1100,0
2721498,2721498,2007,200701,688738,266857.0,115.0,2007006887381,28,0.0,90028,3,1,115.0,2,86,3,30,3,30,21500,0
8567665,8567665,2015,201501,545758,514831.0,44.0,2015005457581,22,71.0,240222,1,1,44.0,2,54,10,101,1,10,40100,0
4888838,4888838,2011,201101,295152,613182.0,63.0,2011002951521,12,11.0,360312,1,1,63.0,1,31,10,101,1,10,35000,0
12617000,12617000,2019,201901,955038,2019000868419.0,98.0,2019009550381,37,119.0,310437,1,2,106.0,2,82,10,101,3,30,0,0
2689585,2689585,2007,200701,673952,695737.0,45.0,2007006739521,27,0.0,10027,1,2,43.0,2,78,6,62,3,30,3600,0
3044361,3044361,2007,200701,835587,503530.0,38.0,2007008355871,36,0.0,50036,1,1,38.0,1,50,11,114,1,10,77000,0
11694128,11694128,2019,201901,542290,2019000136332.0,88.0,2019005422901,21,111.0,170521,1,1,87.0,1,57,6,64,1,10,40000,0
12850801,12850801,2019,201901,1061265,2019001031877.0,99.0,2019010612651,41,47.0,110341,1,1,99.0,1,55,7,71,1,10,32000,0
5501493,5501493,2011,201101,569126,493249.0,56.0,2011005691261,24,3.0,120224,3,1,56.0,2,29,5,50,3,30,0,0
13409111,13409111,2019,201901,1306320,2019000252377.0,82.0,2019013063201,49,35.0,3500349,1,1,83.0,2,53,7,71,3,30,11500,0
3171065,3171065,2007,200701,893722,117976.0,76.0,2007008937221,37,0.0,410037,1,1,78.0,2,62,4,40,3,30,7100,0
9607666,9607666,2015,201501,1008416,1212196.0,52.0,2015010084161,40,0.0,150140,1,1,52.0,2,64,10,101,1,10,54400,0
10542593,10542593,2019,201901,43018,2019000728533.0,18.0,2019000430181,4,5.0,40004,1,1,18.0,2,69,7,71,2,20,19400,1
11175758,11175758,2019,201901,311581,2019000525818.0,109.0,2019003115811,12,71.0,710412,1,1,109.0,2,71,6,63,1,10,47000,0
6043806,6043806,2011,201101,808715,92229.0,135.0,2011008087151,36,0.0,70036,1,2,119.0,1,32,11,114,1,10,62000,0
4324533,4324533,2011,201101,59543,730980.0,88.0,2011000595431,5,0.0,110005,1,2,77.0,2,57,7,71,1,10,26000,0
4506096,4506096,2011,201101,132566,682169.0,61.0,2011001325661,6,67.0,150306,1,1,61.0,1,56,10,101,1,10,423000,0
8256836,8256836,2015,201501,406574,27464.0,63.0,2015004065741,17,31.0,341117,1,3,65.0,2,22,10,101,2,20,0,1
7546074,7546074,2015,201501,104085,376189.0,108.0,2015001040851,6,73.0,730106,1,1,108.0,1,63,6,64,3,30,10400,0
1855055,1855055,2007,200701,288926,529288.0,64.0,2007002889261,12,0.0,110112,1,1,64.0,1,60,6,62,1,10,54000,0
10287586,10287586,2015,201501,1303962,1391372.0,101.0,2015013039621,51,0.0,5930851,1,1,101.0,1,69,11,114,3,30,297000,0
8215429,8215429,2015,201501,389531,1368093.0,15.0,2015003895311,13,0.0,390013,1,2,18.0,2,26,8,81,3,30,0,0
9473036,9473036,2015,201501,947481,170245.0,35.0,2015009474811,39,29.0,340039,1,1,35.0,1,30,6,63,1,10,80000,0
10176314,10176314,2015,201501,1256766,51819.0,97.0,2015012567661,49,57.0,5700149,1,2,187.0,2,31,8,81,1,10,44000,0
7068354,7068354,2011,201101,1262233,26728.0,36.0,2011012622331,51,0.0,110051,1,2,37.0,2,40,8,81,2,20,7500,1
4327055,4327055,2011,201101,60686,861312.0,9.0,2011000606861,5,0.0,160005,1,1,9.0,2,69,6,63,1,10,36000,0
4461908,4461908,2011,201101,115158,502457.0,38.0,2011001151581,6,59.0,750206,1,4,56.0,2,30,10,101,1,10,57000,0
10212924,10212924,2015,201501,1270885,37142.0,114.0,2015012708851,51,0.0,5113551,1,1,114.0,2,58,3,30,1,10,13000,0
10387528,10387528,2015,201501,1348009,91202.0,72.0,2015013480091,55,25.0,10155,1,2,74.0,1,76,11,114,3,30,46600,0
4558107,4558107,2011,201101,153150,892954.0,12.0,2011001531501,6,37.0,610506,1,1,12.0,1,65,11,114,1,10,167600,0
6166817,6166817,2011,201101,862754,1032248.0,177.0,2011008627541,36,59.0,420236,1,1,178.0,2,66,2,26,1,10,52000,0
4161744,4161744,2007,200701,1347191,842775.0,26.0,2007013471911,55,0.0,70055,1,2,12.0,2,46,10,101,1,10,25000,0
2848295,2848295,2007,200701,747941,888134.0,79.0,2007007479411,32,3.0,50632,1,2,84.0,2,47,5,50,3,30,0,0
7474718,7474718,2015,201501,75916,88840.0,65.0,2015000759161,6,0.0,1010006,1,4,49.0,2,16,5,50,3,30,0,0
7479547,7479547,2015,201501,77842,109498.0,84.0,2015000778421,6,37.0,375706,1,4,78.0,1,15,3,30,0,0,0,0
5585189,5585189,2011,201101,606353,970286.0,7.0,2011006063531,25,0.0,470025,3,1,7.0,2,74,7,71,3,30,20500,0
4906157,4906157,2011,201101,303115,749038.0,221.0,2011003031151,12,91.0,30012,1,2,180.0,2,43,6,63,3,30,0,0
5471259,5471259,2011,201101,555550,275185.0,31.0,2011005555501,23,0.0,90023,1,1,31.0,1,73,7,71,3,30,11900,0
8222695,8222695,2015,201501,392705,1482919.0,236.0,2015003927051,13,0.0,100513,1,1,236.0,2,39,8,81,1,10,50000,0
11373626,11373626,2019,201901,398809,2019001007967.0,83.0,2019003988091,13,0.0,200113,1,1,84.0,2,38,10,101,1,10,70000,0
10764002,10764002,2019,201901,139420,2019000552557.0,45.0,2019001394201,6,59.0,590206,1,1,44.0,2,68,8,81,1,10,30500,0
11703804,11703804,2019,201901,546383,2019000447889.0,44.0,2019005463831,21,0.0,30021,1,1,44.0,2,53,8,81,3,30,33310,0
5460508,5460508,2011,201101,550570,1223201.0,120.0,2011005505701,22,0.0,140122,1,1,119.0,1,48,6,65,1,10,122000,0
7186346,7186346,2011,201101,1314895,823560.0,267.0,2011013148951,53,35.0,170153,1,3,132.0,1,18,6,61,1,10,3000,0
6723284,6723284,2011,201101,1116754,1486317.0,71.0,2011011167541,46,0.0,10046,4,1,71.0,2,20,7,71,3,30,2600,0
13662701,13662701,2019,201901,1417008,2019000924165.0,126.0,2019014170081,55,63.0,90055,1,1,126.0,2,54,10,101,1,10,30000,0
10546445,10546445,2019,201901,44621,2019000812221.0,140.0,2019000446211,4,5.0,40004,1,2,83.0,1,41,11,115,1,10,404000,0
2769199,2769199,2007,200701,711079,555791.0,57.0,2007007110791,29,189.0,170729,1,1,56.0,2,25,6,62,1,10,20000,0
3232461,3232461,2007,200701,923364,1053873.0,55.0,2007009233641,37,0.0,440037,1,1,55.0,2,79,4,40,3,30,8500,0
6730261,6730261,2011,201101,1119980,161142.0,48.0,2011011199801,47,157.0,320147,1,2,54.0,2,58,6,65,3,30,14000,0
11741278,11741278,2019,201901,563749,2019000200228.0,52.0,2019005637491,22,103.0,220122,1,2,49.0,2,71,7,71,3,30,9500,0
8931061,8931061,2015,201501,709037,272246.0,80.0,2015007090371,29,510.0,190229,1,1,80.0,1,64,6,63,3,30,67000,0
1447380,1447380,2007,200701,111200,428128.0,64.0,2007001112001,6,73.0,811606,4,1,64.0,2,20,6,62,1,14,30000,0
8659155,8659155,2015,201501,586585,1270050.0,73.0,2015005865851,24,31.0,100724,1,1,74.0,1,60,6,63,3,30,28000,0
7192778,7192778,2011,201101,1317751,965121.0,258.0,2011013177511,53,33.0,180453,1,2,234.0,2,38,11,114,3,30,0,0
4849380,4849380,2011,201101,277029,302280.0,49.0,2011002770291,12,0.0,400212,1,3,145.0,1,43,6,63,1,12,54400,0
5475451,5475451,2011,201101,557530,724461.0,31.0,2011005575301,23,0.0,80023,1,1,31.0,2,79,2,26,3,30,15500,0
12554124,12554124,2019,201901,926676,2019010089446.0,9.0,2019009266761,37,63.0,130237,4,1,9.0,1,33,8,81,3,30,0,0
1432736,1432736,2007,200701,105254,369935.0,102.0,2007001052541,6,71.0,440206,1,2,84.0,2,87,3,30,3,30,0,0
6992031,6992031,2011,201101,1231534,1251417.0,58.0,2011012315341,48,139.0,240048,1,3,51.0,1,16,3,30,3,30,0,0
4295133,4295133,2011,201101,46499,1160072.0,8.0,2011000464991,4,0.0,90004,3,1,8.0,1,86,4,40,3,30,13000,0
9727897,9727897,2015,201501,1063097,859707.0,151.0,2015010630971,42,71.0,350342,1,3,99.0,2,18,5,50,1,10,1900,0
10212111,10212111,2015,201501,1270528,22475.0,46.0,2015012705281,51,510.0,5125551,1,1,47.0,1,34,11,114,1,10,100300,0
1911536,1911536,2007,200701,316761,945610.0,76.0,2007003167611,12,11.0,360312,1,2,114.0,2,36,6,65,3,30,0,0
12144119,12144119,2019,201901,746065,2019000787685.0,185.0,2019007460651,29,189.0,180729,1,2,199.0,1,43,6,65,3,30,30800,0
12705334,12705334,2019,201901,996878,2019000464294.0,66.0,2019009968781,39,35.0,90439,1,2,67.0,2,53,10,101,1,10,35000,0
12535472,12535472,2019,201901,917143,2019001297211.0,328.0,2019009171431,36,103.0,330236,1,2,284.0,2,40,11,115,1,10,112000,0
8960135,8960135,2015,201501,722356,990658.0,282.0,2015007223561,29,0.0,210029,1,2,263.0,2,20,7,71,1,10,10000,0
4258042,4258042,2011,201101,30559,297670.0,90.0,2011000305591,4,13.0,10404,1,1,90.0,1,19,7,71,2,20,10900,1
4828505,4828505,2011,201101,267420,137853.0,224.0,2011002674201,12,57.0,270412,1,1,224.0,2,38,7,71,1,10,38000,0
12709893,12709893,2019,201901,998810,2019000520275.0,38.0,2019009988101,39,23.0,430039,1,1,38.0,1,65,11,116,1,10,65000,0
13573466,13573466,2019,201901,1377004,2019000830800.0,90.0,2019013770041,53,0.0,1070153,1,2,57.0,2,22,7,71,3,30,3500,0
6123720,6123720,2011,201101,843761,706333.0,101.0,2011008437611,36,5.0,370536,1,1,101.0,1,19,7,71,3,30,3300,0
10712954,10712954,2019,201901,120495,2019000355376.0,49.0,2019001204951,6,89.0,890006,1,2,48.0,2,78,6,65,3,30,12400,0
5703649,5703649,2011,201101,659513,1421910.0,88.0,2011006595131,26,125.0,250226,1,1,88.0,2,61,10,101,1,10,71700,0
5364636,5364636,2011,201101,507012,704182.0,123.0,2011005070121,20,0.0,100020,1,1,123.0,1,55,6,63,1,10,65000,0
1433058,1433058,2007,200701,105403,371562.0,112.0,2007001054031,6,7.0,60006,1,1,114.0,1,24,7,71,1,10,15000,0
9326962,9326962,2015,201501,881374,1307157.0,102.0,2015008813741,36,13.0,260036,1,1,102.0,1,26,8,81,3,30,9000,0
10040745,10040745,2015,201501,1200437,724283.0,66.0,2015012004371,48,0.0,500048,1,1,66.0,1,55,4,40,1,10,63000,0
10571533,10571533,2019,201901,54939,2019001338404.0,103.0,2019000549391,4,13.0,10904,1,1,103.0,1,26,8,81,1,10,42000,0
11487674,11487674,2019,201901,449257,2019000586013.0,19.0,2019004492571,17,0.0,160217,1,1,19.0,1,60,6,65,3,30,17400,0
7901992,7901992,2015,201501,247655,897862.0,9.0,2015002476551,9,9.0,90009,4,1,9.0,1,55,8,81,2,20,61900,1
9824705,9824705,2015,201501,1107786,978682.0,116.0,2015011077861,45,0.0,150045,1,1,117.0,1,41,7,71,1,10,59000,0
4271268,4271268,2011,201101,36244,607812.0,56.0,2011000362441,4,13.0,12004,1,1,56.0,2,42,10,101,3,30,0,0
5177193,5177193,2011,201101,422913,593501.0,64.0,2011004229131,17,113.0,200017,1,1,64.0,2,52,6,65,1,10,13200,0
11750321,11750321,2019,201901,567704,2019000500461.0,222.0,2019005677041,22,0.0,180022,1,1,222.0,1,56,6,63,3,30,16200,0
6215020,6215020,2011,201101,883988,1397766.0,58.0,2011008839881,36,0.0,190036,4,1,58.0,1,18,6,63,3,30,7000,0
3083330,3083330,2007,200701,853459,789017.0,62.0,2007008534591,36,0.0,260136,1,2,67.0,2,42,10,101,1,10,66000,0
6548912,6548912,2011,201101,1036317,251783.0,128.0,2011010363171,42,0.0,200142,1,3,211.0,2,20,6,65,1,12,10500,0
13126843,13126843,2019,201901,1188124,2019001349170.0,127.0,2019011881241,47,37.0,250147,1,1,127.0,1,34,6,63,1,10,75000,0
2084246,2084246,2007,200701,396674,753224.0,106.0,2007003966741,16,1.0,60016,1,2,105.0,2,59,11,116,3,30,3500,0
12795118,12795118,2019,201901,1036798,2019000448669.0,155.0,2019010367981,40,109.0,100340,1,1,154.0,1,46,10,101,1,10,113000,0
7145823,7145823,2011,201101,1296997,1455892.0,44.0,2011012969971,51,0.0,190051,1,2,38.0,2,71,7,71,3,30,61800,0
5889047,5889047,2011,201101,743422,293931.0,41.0,2011007434221,32,3.0,50332,1,4,41.0,2,40,2,23,3,30,0,0
7382777,7382777,2015,201501,36366,615594.0,110.0,2015000363661,4,13.0,10904,1,2,98.0,1,39,11,115,1,10,15000,0
11214282,11214282,2019,201901,328307,2019000799035.0,288.0,2019003283071,12,71.0,710312,1,1,288.0,1,60,7,71,1,10,43000,0
3389492,3389492,2007,200701,996241,414560.0,34.0,2007009962411,40,0.0,90040,1,1,34.0,2,56,4,40,1,10,15600,0
13307296,13307296,2019,201901,1265798,2019000901815.0,51.0,2019012657981,48,113.0,231148,1,2,45.0,1,81,6,65,3,30,62540,0
12758495,12758495,2019,201901,1019811,2019001116696.0,15.0,2019010198111,39,0.0,270039,1,1,15.0,1,41,6,64,1,10,27000,0
13647926,13647926,2019,201901,1410674,2019000564935.0,41.0,2019014106741,55,0.0,140155,1,2,32.0,2,81,6,63,3,30,0,0
9951558,9951558,2015,201501,1163742,208150.0,33.0,2015011637421,48,113.0,230248,3,1,33.0,1,74,10,101,3,30,26100,0
11518073,11518073,2019,201901,462126,2019000947152.0,147.0,2019004621261,17,43.0,320717,1,5,95.0,2,27,8,81,1,10,35000,0
7586129,7586129,2015,201501,119802,537708.0,55.0,2015001198021,6,0.0,110006,1,2,122.0,2,18,6,65,1,10,7200,0
11282663,11282663,2019,201901,358190,2019001291409.0,115.0,2019003581901,12,0.0,861312,1,3,148.0,1,40,4,40,1,10,18000,0
12984301,12984301,2019,201901,1122935,2019001334796.0,20.0,2019011229351,42,11.0,270142,1,1,21.0,1,58,7,71,1,10,125000,0
6384563,6384563,2011,201101,961683,672490.0,84.0,2011009616831,39,0.0,220139,1,2,103.0,1,25,7,71,1,10,33200,0
12521945,12521945,2019,201901,911659,2019001193917.0,40.0,2019009116591,36,81.0,411236,1,3,51.0,2,44,6,64,1,10,14400,0
8848850,8848850,2015,201501,672148,365086.0,62.0,2015006721481,27,0.0,80027,1,2,51.0,2,68,6,63,3,30,22450,0
11852289,11852289,2019,201901,613463,2019010042566.0,44.0,2019006134631,25,0.0,190125,3,1,44.0,1,83,6,61,3,30,12000,0
12616176,12616176,2019,201901,954673,2019000856927.0,116.0,2019009546731,37,101.0,110037,1,2,120.0,2,26,8,81,1,10,830,0
1195730,1195730,2007,200701,379,24762.0,113.0,2007000003791,1,0.0,60001,1,1,113.0,1,29,10,101,1,10,36000,0
9155520,9155520,2015,201501,806903,1330037.0,26.0,2015008069031,35,0.0,10035,1,3,38.0,2,25,6,63,3,30,8810,0
5861981,5861981,2011,201101,731170,1019641.0,16.0,2011007311701,30,0.0,50030,1,1,16.0,2,61,11,114,1,10,19520,0
10723172,10723172,2019,201901,124291,2019000394984.0,121.0,2019001242911,6,13.0,130606,1,2,102.0,1,45,10,101,1,10,210000,0
11918869,11918869,2019,201901,643436,2019001353461.0,67.0,2019006434361,25,0.0,100025,1,1,67.0,1,40,7,71,2,20,32000,1
9937744,9937744,2015,201501,1158099,126577.0,35.0,2015011580991,48,0.0,40048,1,1,35.0,2,30,7,71,1,10,23000,0
1298271,1298271,2007,200701,47989,1106452.0,87.0,2007000479891,4,13.0,10504,1,1,87.0,2,78,7,71,3,30,1400,0
4994717,4994717,2011,201101,343698,1442156.0,67.0,2011003436981,12,11.0,360212,1,3,78.0,2,45,10,101,1,10,21600,0
5342428,5342428,2011,201101,496792,1088076.0,11.0,2011004967921,19,0.0,60019,3,1,11.0,2,86,6,63,3,30,14500,0
5249065,5249065,2011,201101,454468,1447043.0,38.0,2011004544681,17,0.0,220017,1,2,34.0,2,36,7,71,1,10,20000,0
3569317,3569317,2007,200701,1080748,1285134.0,132.0,2007010807481,42,89.0,70042,1,2,128.0,2,71,6,62,3,30,6300,0
1625443,1625443,2007,200701,183792,1132418.0,60.0,2007001837921,6,73.0,810306,1,2,57.0,2,48,6,62,3,30,0,0
12556716,12556716,2019,201901,929043,2019000006196.0,298.0,2019009290431,37,0.0,150037,1,1,298.0,1,44,8,81,1,10,50000,0
12022149,12022149,2019,201901,690336,2019010035972.0,33.0,2019006903361,27,0.0,100027,3,1,33.0,2,95,2,26,3,30,0,0
2648335,2648335,2007,200701,654773,1176192.0,177.0,2007006547731,26,163.0,370626,1,1,164.0,2,87,2,24,3,30,17900,0
12152169,12152169,2019,201901,749531,2019000976898.0,152.0,2019007495311,29,0.0,50029,1,3,115.0,1,17,3,30,2,20,9380,1
2293938,2293938,2007,200701,489475,435033.0,172.0,2007004894751,19,0.0,50019,1,3,156.0,1,18,6,61,3,30,0,0
10201685,10201685,2015,201501,1265937,1377718.0,75.0,2015012659371,49,49.0,4900249,1,1,74.0,1,47,10,101,1,10,152000,0
10771320,10771320,2019,201901,142177,2019000581637.0,258.0,2019001421771,6,111.0,1110406,1,4,329.0,1,20,7,71,1,10,2000,0
6592630,6592630,2011,201101,1056471,757863.0,58.0,2011010564711,42,0.0,90242,1,4,82.0,1,21,0,2,2,20,0,1
6657667,6657667,2011,201101,1086290,124025.0,47.0,2011010862901,44,9.0,70044,1,1,47.0,2,53,6,63,1,10,25000,0
4319063,4319063,2011,201101,57021,452153.0,55.0,2011000570211,5,0.0,70005,1,1,55.0,2,33,11,114,1,12,49000,0
2737902,2737902,2007,200701,696301,1034609.0,133.0,2007006963011,28,121.0,130028,1,2,87.0,1,51,6,65,1,10,30000,0
10407619,10407619,2015,201501,1357066,612790.0,36.0,2015013570661,55,25.0,10355,1,1,37.0,2,39,6,61,1,10,43100,0
1225667,1225667,2007,200701,14670,895309.0,32.0,2007000146701,1,73.0,90201,3,1,32.0,1,17,5,50,3,30,2000,0
7748047,7748047,2015,201501,183449,1192872.0,29.0,2015001834491,6,37.0,374806,1,2,37.0,2,28,10,101,1,12,50500,0
3885483,3885483,2007,200701,1223547,1090863.0,99.0,2007012235471,48,0.0,250648,1,1,99.0,2,49,6,65,1,10,54000,0
3305736,3305736,2007,200701,957665,517208.0,103.0,2007009576651,39,61.0,450239,1,1,101.0,2,64,6,62,3,30,25680,0
12825320,12825320,2019,201901,1050439,2019000130859.0,51.0,2019010504391,41,0.0,80041,1,2,35.0,2,53,6,63,1,10,18000,0
9785171,9785171,2015,201501,1089330,287582.0,72.0,2015010893301,44,7.0,10444,1,1,73.0,2,49,6,63,1,10,12000,0
1720561,1720561,2007,200701,224513,969785.0,121.0,2007002245131,8,0.0,81608,1,1,121.0,1,37,4,40,1,10,22400,0
9120476,9120476,2015,201501,791796,1191568.0,61.0,2015007917961,34,25.0,110134,1,2,62.0,2,70,3,30,3,30,6000,0
5014920,5014920,2011,201101,352736,199994.0,14.0,2011003527361,13,0.0,380013,1,1,14.0,2,18,6,63,2,20,360,1
10735041,10735041,2019,201901,128664,2019000439836.0,95.0,2019001286641,6,37.0,375406,1,3,140.0,2,35,6,65,1,10,35000,0
12763916,12763916,2019,201901,1022176,2019001185011.0,15.0,2019010221761,39,0.0,270039,1,4,19.0,1,19,6,63,1,10,25000,0
2634037,2634037,2007,200701,647959,979305.0,105.0,2007006479591,26,121.0,120026,1,4,82.0,2,15,3,30,0,0,0,0
8808454,8808454,2015,201501,654227,1098151.0,62.0,2015006542271,26,0.0,20026,1,1,62.0,2,51,6,63,1,10,33200,0
12337952,12337952,2019,201901,829807,2019000356854.0,105.0,2019008298071,35,0.0,80535,1,2,74.0,1,38,6,63,1,10,50000,0
