OBJECTID,stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_route,routes,route_filter,route_sort,mode,direction,trips_wd,trips_sa,trips_su,trips_7d,svc_days,agency,feed_version,start_date,end_date,from_gtfs,change_log,comments,status_code,status_notes,status_start_date,status_end_date,GEOIDFQ,county,muni,hood,munihood_full,munihood_display,empty_feat,x,y,,,,,,,,Count,median_housing_cost,,,,,,
208031,P02650,4126,LIBERTY AVE AT WYNDHAM GRAND HOTEL,40.44144,-80.005643,P02650-77,77,77,77,BUS,IB,25,16,15,156,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201002019,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-80.005643,40.44144,,,,,,,,,,,,,,,
208032,P02650,4126,LIBERTY AVE AT WYNDHAM GRAND HOTEL,40.44144,-80.005643,P02650-28X,28X,28X,28X,BUS,OB,34,37,36,243,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201002019,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-80.005643,40.44144,,,,,,,,,,,,,,,
208033,P02650,4126,LIBERTY AVE AT WYNDHAM GRAND HOTEL,40.44144,-80.005643,P02650,"28X,65,67,69,77,G2,P10,P17,P69,P7,P76,P78",All Routes,00,BUS,"IB,OB",224,102,97,1319,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201002019,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-80.005643,40.44144,,,,,,,,,,,,,,,
208034,P02650,4126,LIBERTY AVE AT WYNDHAM GRAND HOTEL,40.44144,-80.005643,P02650-G2,G2,G2,G2,BUS,OB,43,34,32,281,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201002019,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-80.005643,40.44144,,,,,,,,,,,,,,,
208035,P02650,4126,LIBERTY AVE AT WYNDHAM GRAND HOTEL,40.44144,-80.005643,P02650-P10,P10,P10,P10,BUS,IB,5,0,0,25,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201002019,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-80.005643,40.44144,,,,,,,,,,,,,,,
208036,P02650,4126,LIBERTY AVE AT WYNDHAM GRAND HOTEL,40.44144,-80.005643,P02650-P17,P17,P17,P17,BUS,"IB,OB",14,0,0,70,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201002019,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-80.005643,40.44144,,,,,,,,,,,,,,,
208037,P02650,4126,LIBERTY AVE AT WYNDHAM GRAND HOTEL,40.44144,-80.005643,P02650-P69,P69,P69,P69,BUS,IB,4,0,0,20,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201002019,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-80.005643,40.44144,,,,,,,,,,,,,,,
208038,P02650,4126,LIBERTY AVE AT WYNDHAM GRAND HOTEL,40.44144,-80.005643,P02650-P7,P7,P7,P7,BUS,"IB,OB",12,0,0,60,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201002019,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-80.005643,40.44144,,,,,,,,,,,,,,,
208039,P02650,4126,LIBERTY AVE AT WYNDHAM GRAND HOTEL,40.44144,-80.005643,P02650-P76,P76,P76,P76,BUS,"IB,OB",8,0,0,40,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201002019,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-80.005643,40.44144,,,,,,,,,,,,,,,
208040,P02650,4126,LIBERTY AVE AT WYNDHAM GRAND HOTEL,40.44144,-80.005643,P02650-P78,P78,P78,P78,BUS,"IB,OB",22,0,0,110,WD,PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201002019,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-80.005643,40.44144,,,,,,,,,,,,,,,
208041,P02610,2171,LIBERTY AVE OPP 11TH ST FS (AMTRAK),40.444042,-79.993311,P02610-86,86,86,86,BUS,OB,36,37,30,247,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201005002,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-79.993311,40.444042,,,,,,,,,,,,,,,
208042,P02610,2171,LIBERTY AVE OPP 11TH ST FS (AMTRAK),40.444042,-79.993311,P02610-87,87,87,87,BUS,OB,39,22,9,226,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201005002,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-79.993311,40.444042,,,,,,,,,,,,,,,
208043,P02610,2171,LIBERTY AVE OPP 11TH ST FS (AMTRAK),40.444042,-79.993311,P02610-88,88,88,88,BUS,OB,35,29,28,232,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201005002,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-79.993311,40.444042,,,,,,,,,,,,,,,
208044,P02610,2171,LIBERTY AVE OPP 11TH ST FS (AMTRAK),40.444042,-79.993311,P02610-91,91,91,91,BUS,OB,71,31,31,417,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201005002,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-79.993311,40.444042,,,,,,,,,,,,,,,
208045,P02610,2171,LIBERTY AVE OPP 11TH ST FS (AMTRAK),40.444042,-79.993311,P02610,"86,87,88,91",All Routes,00,BUS,OB,181,119,98,1122,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201005002,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-79.993311,40.444042,,,,,,,,,,,,,,,
208046,E35450,2172,LIBERTY AVE OPP 14TH ST,40.446727,-79.989306,E35450-86,86,86,86,BUS,OB,36,37,30,247,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.989306,40.446727,,,,,,,,,,,,,,,
208047,E35450,2172,LIBERTY AVE OPP 14TH ST,40.446727,-79.989306,E35450-87,87,87,87,BUS,OB,39,22,9,226,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.989306,40.446727,,,,,,,,,,,,,,,
208048,E35450,2172,LIBERTY AVE OPP 14TH ST,40.446727,-79.989306,E35450-88,88,88,88,BUS,OB,35,29,28,232,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.989306,40.446727,,,,,,,,,,,,,,,
208049,E35450,2172,LIBERTY AVE OPP 14TH ST,40.446727,-79.989306,E35450-91,91,91,91,BUS,OB,71,31,31,417,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.989306,40.446727,,,,,,,,,,,,,,,
208050,E35450,2172,LIBERTY AVE OPP 14TH ST,40.446727,-79.989306,E35450,"86,87,88,91",All Routes,00,BUS,OB,181,119,98,1122,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.989306,40.446727,,,,,,,,,,,,,,,
208051,E35470,2174,LIBERTY AVE OPP 17TH ST,40.449107,-79.985387,E35470-54,54,54,54,BUS,OB,53,35,22,322,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.985387,40.449107,,,,,,,,,,,,,,,
208052,E35470,2174,LIBERTY AVE OPP 17TH ST,40.449107,-79.985387,E35470-86,86,86,86,BUS,OB,36,37,30,247,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.985387,40.449107,,,,,,,,,,,,,,,
208053,E35470,2174,LIBERTY AVE OPP 17TH ST,40.449107,-79.985387,E35470-87,87,87,87,BUS,OB,39,22,9,226,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.985387,40.449107,,,,,,,,,,,,,,,
208054,E35470,2174,LIBERTY AVE OPP 17TH ST,40.449107,-79.985387,E35470-88,88,88,88,BUS,OB,35,29,28,232,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.985387,40.449107,,,,,,,,,,,,,,,
208055,E35470,2174,LIBERTY AVE OPP 17TH ST,40.449107,-79.985387,E35470-91,91,91,91,BUS,OB,71,31,31,417,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.985387,40.449107,,,,,,,,,,,,,,,
208056,E35470,2174,LIBERTY AVE OPP 17TH ST,40.449107,-79.985387,E35470,"54,86,87,88,91",All Routes,00,BUS,OB,234,154,120,1444,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.985387,40.449107,,,,,,,,,,,,,,,
208057,E35480,18607,LIBERTY AVE OPP 21ST ST FS,40.451336,-79.982078,E35480-54,54,54,54,BUS,OB,53,35,22,322,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.982078,40.451336,,,,,,,,,,,,,,,
208058,E35480,18607,LIBERTY AVE OPP 21ST ST FS,40.451336,-79.982078,E35480-86,86,86,86,BUS,OB,36,37,30,247,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.982078,40.451336,,,,,,,,,,,,,,,
208059,E35480,18607,LIBERTY AVE OPP 21ST ST FS,40.451336,-79.982078,E35480-87,87,87,87,BUS,OB,39,22,9,226,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.982078,40.451336,,,,,,,,,,,,,,,
208060,E35480,18607,LIBERTY AVE OPP 21ST ST FS,40.451336,-79.982078,E35480-88,88,88,88,BUS,OB,35,29,28,232,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.982078,40.451336,,,,,,,,,,,,,,,
208061,E35480,18607,LIBERTY AVE OPP 21ST ST FS,40.451336,-79.982078,E35480-91,91,91,91,BUS,OB,71,31,31,417,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.982078,40.451336,,,,,,,,,,,,,,,
208062,E35480,18607,LIBERTY AVE OPP 21ST ST FS,40.451336,-79.982078,E35480,"54,86,87,88,91",All Routes,00,BUS,OB,234,154,120,1444,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.982078,40.451336,,,,,,,,,,,,,,,
208063,E35510,2177,LIBERTY AVE OPP 26TH ST,40.45415,-79.977968,E35510-54,54,54,54,BUS,OB,53,35,22,322,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.977968,40.45415,,,,,,,,,,,,,,,
208064,E35510,2177,LIBERTY AVE OPP 26TH ST,40.45415,-79.977968,E35510-86,86,86,86,BUS,OB,36,37,30,247,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.977968,40.45415,,,,,,,,,,,,,,,
208065,E35510,2177,LIBERTY AVE OPP 26TH ST,40.45415,-79.977968,E35510-87,87,87,87,BUS,OB,39,22,9,226,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.977968,40.45415,,,,,,,,,,,,,,,
208066,E35510,2177,LIBERTY AVE OPP 26TH ST,40.45415,-79.977968,E35510-88,88,88,88,BUS,OB,35,29,28,232,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.977968,40.45415,,,,,,,,,,,,,,,
208067,E35510,2177,LIBERTY AVE OPP 26TH ST,40.45415,-79.977968,E35510-91,91,91,91,BUS,OB,71,31,31,417,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.977968,40.45415,,,,,,,,,,,,,,,
208068,E35510,2177,LIBERTY AVE OPP 26TH ST,40.45415,-79.977968,E35510,"54,86,87,88,91",All Routes,00,BUS,OB,234,154,120,1444,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001049,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.977968,40.45415,,,,,,,,,,,,,,,
208069,E35520,2178,LIBERTY AVE OPP 27TH ST,40.455219,-79.976433,E35520-54,54,54,54,BUS,OB,53,35,22,322,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001050,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.976433,40.455219,,,,,,,,,,,,,,,
208070,E35520,2178,LIBERTY AVE OPP 27TH ST,40.455219,-79.976433,E35520-86,86,86,86,BUS,OB,36,37,30,247,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001050,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.976433,40.455219,,,,,,,,,,,,,,,
208071,E35520,2178,LIBERTY AVE OPP 27TH ST,40.455219,-79.976433,E35520-87,87,87,87,BUS,OB,39,22,9,226,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001050,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.976433,40.455219,,,,,,,,,,,,,,,
208072,E35520,2178,LIBERTY AVE OPP 27TH ST,40.455219,-79.976433,E35520-88,88,88,88,BUS,OB,35,29,28,232,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001050,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.976433,40.455219,,,,,,,,,,,,,,,
208073,E35520,2178,LIBERTY AVE OPP 27TH ST,40.455219,-79.976433,E35520-91,91,91,91,BUS,OB,71,31,31,417,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001050,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.976433,40.455219,,,,,,,,,,,,,,,
208074,E35520,2178,LIBERTY AVE OPP 27TH ST,40.455219,-79.976433,E35520,"54,86,87,88,91",All Routes,00,BUS,OB,234,154,120,1444,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030203001050,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Strip District,"Strip District, Pittsburgh",Strip District,0,-79.976433,40.455219,,,,,,,,,,,,,,,
208075,E35570,2182,LIBERTY AVE OPP 31ST ST,40.458996,-79.97094,E35570-54,54,54,54,BUS,OB,26,18,11,159,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030605001001,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Polish Hill,"Polish Hill, Pittsburgh",Polish Hill,0,-79.97094,40.458996,,,,,,,,,,,,,,,
208076,E35570,2182,LIBERTY AVE OPP 31ST ST,40.458996,-79.97094,E35570-86,86,86,86,BUS,OB,36,37,30,247,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030605001001,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Polish Hill,"Polish Hill, Pittsburgh",Polish Hill,0,-79.97094,40.458996,,,,,,,,,,,,,,,
208077,E35570,2182,LIBERTY AVE OPP 31ST ST,40.458996,-79.97094,E35570-87,87,87,87,BUS,OB,39,22,9,226,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030605001001,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Polish Hill,"Polish Hill, Pittsburgh",Polish Hill,0,-79.97094,40.458996,,,,,,,,,,,,,,,
208078,E35570,2182,LIBERTY AVE OPP 31ST ST,40.458996,-79.97094,E35570-88,88,88,88,BUS,OB,35,29,28,232,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030605001001,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Polish Hill,"Polish Hill, Pittsburgh",Polish Hill,0,-79.97094,40.458996,,,,,,,,,,,,,,,
208079,E35570,2182,LIBERTY AVE OPP 31ST ST,40.458996,-79.97094,E35570-91,91,91,91,BUS,OB,71,31,31,417,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030605001001,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Polish Hill,"Polish Hill, Pittsburgh",Polish Hill,0,-79.97094,40.458996,,,,,,,,,,,,,,,
208080,E35570,2182,LIBERTY AVE OPP 31ST ST,40.458996,-79.97094,E35570,"54,86,87,88,91",All Routes,00,BUS,OB,207,137,109,1281,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030605001001,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Polish Hill,"Polish Hill, Pittsburgh",Polish Hill,0,-79.97094,40.458996,,,,,,,,,,,,,,,
208081,E35610,2187,LIBERTY AVE OPP 37TH ST,40.461977,-79.962108,E35610-86,86,86,86,BUS,OB,36,37,30,247,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030603001037,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Lower Lawrenceville,"Lower Lawrenceville, Pittsburgh",Lower Lawrenceville,0,-79.962108,40.461977,,,,,,,,,,,,,,,
208082,E35610,2187,LIBERTY AVE OPP 37TH ST,40.461977,-79.962108,E35610-87,87,87,87,BUS,OB,39,22,9,226,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030603001037,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Lower Lawrenceville,"Lower Lawrenceville, Pittsburgh",Lower Lawrenceville,0,-79.962108,40.461977,,,,,,,,,,,,,,,
208084,E35620,2188,LIBERTY AVE OPP 39TH ST,40.462457,-79.959236,E35620-86,86,86,86,BUS,OB,36,37,30,247,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030603001026,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Lower Lawrenceville,"Lower Lawrenceville, Pittsburgh",Lower Lawrenceville,0,-79.959236,40.462457,,,,,,,,,,,,,,,
208085,E35620,2188,LIBERTY AVE OPP 39TH ST,40.462457,-79.959236,E35620-87,87,87,87,BUS,OB,39,22,9,226,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030603001026,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Lower Lawrenceville,"Lower Lawrenceville, Pittsburgh",Lower Lawrenceville,0,-79.959236,40.462457,,,,,,,,,,,,,,,
208087,P02600,15283,LIBERTY AVE OPP 9TH ST,40.442835,-79.998105,P02600-1,1,1,01,BUS,IB,33,19,19,203,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201003003,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-79.998105,40.442835,,,,,,,,,,,,,,,
208088,P02600,15283,LIBERTY AVE OPP 9TH ST,40.442835,-79.998105,P02600-2,2,2,02,BUS,IB,18,8,7,105,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201003003,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-79.998105,40.442835,,,,,,,,,,,,,,,
208089,P02600,15283,LIBERTY AVE OPP 9TH ST,40.442835,-79.998105,P02600-6,6,6,06,BUS,IB,35,35,25,235,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201003003,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-79.998105,40.442835,,,,,,,,,,,,,,,
208090,P02600,15283,LIBERTY AVE OPP 9TH ST,40.442835,-79.998105,P02600-11,11,11,11,BUS,OB,25,16,9,150,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201003003,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-79.998105,40.442835,,,,,,,,,,,,,,,
208091,P02600,15283,LIBERTY AVE OPP 9TH ST,40.442835,-79.998105,P02600-12,12,12,12,BUS,IB,24,26,17,163,"WD,SA,SU",PRT,2510,10/19/25 6:00,12/31/99 6:00,1,,,1,,1/1/70 6:00,12/31/99 6:00,1000000US420030201003003,"Allegheny County, PA","Pittsburgh city (Allegheny, PA)",Central Business District,"Central Business District, Pittsburgh",Central Business District,0,-79.998105,40.442835,,,,,,,,,,,,,,,
